timestamp,domain,district,ward,service_type,demand_requests,resource_availability,gap,response_time_minutes,citizen_complaints,day_of_week,month,is_weekend,is_monsoon,population_factor,urban_ratio
2025-08-18,Health,Mumbai,Ward_16,Ambulance_Emergency,110,73,37,13.6,6,0,8,0,1,2.5,1.0
2025-10-29,Health,Nagpur,Ward_10,Hospital_Bed_ICU,15,13,2,70.7,0,2,10,0,0,1.5,0.6
2024-03-02,Health,Thane,Ward_2,OPD_General,265,247,18,48.18,1,5,3,1,0,2.2,0.75
2025-10-20,Health,Thane,Ward_8,Hospital_Bed_ICU,21,17,4,18.35,2,0,10,0,0,2.2,0.75
2024-06-12,Health,Nagpur,Ward_8,Disease_Dengue,6,5,1,83.26,3,2,6,0,1,1.5,0.6
2024-05-22,Health,Nashik,Ward_4,OPD_Pediatric,42,32,10,7.4,2,2,5,0,0,1.3,0.45
2025-09-28,Health,Pune,Ward_13,OPD_General,255,179,76,19.27,2,6,9,1,1,2.0,0.65
2024-11-30,Health,Mumbai,Ward_3,OPD_Pediatric,106,63,43,44.01,4,5,11,1,0,2.5,1.0
2024-07-02,Health,Aurangabad,Ward_4,Ambulance_Emergency,19,12,7,11.93,3,1,7,0,1,1.2,0.4
2023-12-25,Health,Pune,Ward_13,Hospital_Bed_General,106,87,19,94.34,4,0,12,0,0,2.0,0.65
2024-06-28,Health,Nagpur,Ward_1,Disease_Dengue,13,12,1,9.9,4,4,6,0,1,1.5,0.6
2025-03-07,Health,Nagpur,Ward_4,Ambulance_Emergency,36,32,4,23.69,1,4,3,0,0,1.5,0.6
2024-07-13,Health,Solapur,Ward_2,OPD_General,66,45,21,30.69,4,5,7,1,1,1.0,0.35
2023-08-09,Health,Thane,Ward_17,Disease_Malaria,8,6,2,60.26,1,2,8,0,1,2.2,0.75
2023-10-17,Health,Pune,Ward_14,Disease_Malaria,3,2,1,46.87,2,1,10,0,0,2.0,0.65
2023-11-26,Health,Solapur,Ward_1,Ambulance_Emergency,7,5,2,6.56,2,6,11,1,0,1.0,0.35
2023-02-03,Health,Aurangabad,Ward_3,OPD_General,177,121,56,13.4,5,4,2,0,0,1.2,0.4
2023-08-11,Health,Solapur,Ward_1,Hospital_Bed_General,37,33,4,22.2,1,4,8,0,1,1.0,0.35
2024-06-16,Health,Solapur,Ward_5,Disease_Malaria,2,1,1,44.71,5,6,6,1,1,1.0,0.35
2025-06-25,Health,Pune,Ward_3,OPD_Pediatric,128,82,46,39.0,3,2,6,0,1,2.0,0.65
2024-01-04,Health,Kolhapur,Ward_2,Hospital_Bed_General,33,24,9,14.93,4,3,1,0,0,1.1,0.38
2025-02-11,Health,Nashik,Ward_5,Disease_Dengue,2,1,1,71.44,5,1,2,0,0,1.3,0.45
2025-02-12,Health,Pune,Ward_8,Ambulance_Emergency,28,16,12,21.8,7,2,2,0,0,2.0,0.65
2023-06-07,Health,Kolhapur,Ward_6,Disease_Malaria,2,1,1,99.34,5,2,6,0,1,1.1,0.38
2023-09-07,Health,Nagpur,Ward_4,Disease_Dengue,15,13,2,32.81,2,3,9,0,1,1.5,0.6
2024-11-16,Health,Nashik,Ward_8,OPD_Pediatric,27,24,3,34.56,1,5,11,1,0,1.3,0.45
2023-06-22,Health,Solapur,Ward_2,Hospital_Bed_General,49,34,15,42.8,2,3,6,0,1,1.0,0.35
2024-05-06,Health,Nagpur,Ward_8,Disease_Malaria,1,0,1,48.41,10,0,5,0,0,1.5,0.6
2023-02-10,Health,Nagpur,Ward_10,Disease_Malaria,2,1,1,46.66,7,4,2,0,0,1.5,0.6
2023-01-24,Health,Pune,Ward_13,Disease_Malaria,1,0,1,17.68,10,1,1,0,0,2.0,0.65
2023-05-09,Health,Mumbai,Ward_24,Disease_Malaria,10,9,1,42.22,0,1,5,0,0,2.5,1.0
2024-03-25,Health,Aurangabad,Ward_4,OPD_Pediatric,37,30,7,29.6,1,0,3,0,0,1.2,0.4
2025-08-04,Health,Nashik,Ward_7,Disease_Malaria,5,4,1,33.05,2,0,8,0,1,1.3,0.45
2024-12-16,Health,Mumbai,Ward_22,Hospital_Bed_General,195,179,16,43.03,2,0,12,0,0,2.5,1.0
2024-12-16,Health,Aurangabad,Ward_1,Hospital_Bed_General,36,21,15,27.04,4,0,12,0,0,1.2,0.4
2024-05-04,Health,Thane,Ward_6,OPD_General,221,172,49,38.45,2,5,5,1,0,2.2,0.75
2023-03-08,Health,Thane,Ward_12,Ambulance_Emergency,47,39,8,1.62,3,2,3,0,0,2.2,0.75
2024-10-20,Health,Solapur,Ward_4,Disease_Malaria,1,0,1,25.12,10,6,10,1,0,1.0,0.35
2025-03-25,Health,Kolhapur,Ward_6,OPD_General,105,92,13,45.28,1,1,3,0,0,1.1,0.38
2024-06-13,Health,Pune,Ward_8,Hospital_Bed_General,170,119,51,27.33,2,3,6,0,1,2.0,0.65
2023-06-10,Health,Mumbai,Ward_23,OPD_Pediatric,179,118,61,61.81,6,5,6,1,1,2.5,1.0
2024-06-26,Health,Nagpur,Ward_2,OPD_General,311,251,60,29.44,2,2,6,0,1,1.5,0.6
2024-03-16,Health,Nashik,Ward_9,Hospital_Bed_ICU,4,3,1,62.79,1,5,3,1,0,1.3,0.45
2024-06-13,Health,Pune,Ward_12,OPD_General,408,375,33,12.1,0,3,6,0,1,2.0,0.65
2023-05-02,Health,Kolhapur,Ward_5,Hospital_Bed_ICU,5,3,2,57.76,6,1,5,0,0,1.1,0.38
2024-09-02,Health,Aurangabad,Ward_5,Disease_Dengue,4,3,1,60.9,4,0,9,0,1,1.2,0.4
2023-04-16,Health,Nashik,Ward_3,Disease_Dengue,1,0,1,63.67,10,6,4,1,0,1.3,0.45
2025-05-17,Health,Nashik,Ward_8,Ambulance_Emergency,12,10,2,40.33,1,5,5,1,0,1.3,0.45
2023-02-28,Health,Mumbai,Ward_24,OPD_General,945,725,220,64.59,3,1,2,0,0,2.5,1.0
2025-05-05,Health,Solapur,Ward_5,OPD_Pediatric,30,20,10,100.95,2,0,5,0,0,1.0,0.35
2024-10-26,Health,Solapur,Ward_2,Disease_Malaria,1,0,1,59.71,10,5,10,1,0,1.0,0.35
2023-06-19,Health,Aurangabad,Ward_4,Ambulance_Emergency,24,21,3,4.55,0,0,6,0,1,1.2,0.4
2024-10-19,Health,Nashik,Ward_11,OPD_General,90,73,17,47.56,0,5,10,1,0,1.3,0.45
2024-05-31,Health,Thane,Ward_14,Hospital_Bed_ICU,29,22,7,59.49,4,4,5,0,0,2.2,0.75
2024-04-07,Health,Nagpur,Ward_5,Disease_Dengue,4,2,2,58.34,7,6,4,1,0,1.5,0.6
2023-02-15,Health,Solapur,Ward_5,OPD_General,128,81,47,80.64,0,2,2,0,0,1.0,0.35
2023-09-05,Health,Kolhapur,Ward_4,OPD_Pediatric,38,23,15,86.38,5,1,9,0,1,1.1,0.38
2025-07-31,Health,Kolhapur,Ward_4,Disease_Dengue,2,1,1,50.16,3,3,7,0,1,1.1,0.38
2025-04-04,Health,Thane,Ward_18,OPD_Pediatric,140,85,55,54.63,4,4,4,0,0,2.2,0.75
2023-12-03,Health,Pune,Ward_15,Ambulance_Emergency,25,16,9,14.47,4,6,12,1,0,2.0,0.65
2024-12-05,Health,Nagpur,Ward_5,Hospital_Bed_ICU,15,10,5,48.35,1,3,12,0,0,1.5,0.6
2024-02-04,Health,Kolhapur,Ward_5,Disease_Malaria,1,0,1,50.22,10,6,2,1,0,1.1,0.38
2024-10-30,Health,Thane,Ward_5,Hospital_Bed_ICU,19,15,4,11.59,2,2,10,0,0,2.2,0.75
2024-02-01,Health,Kolhapur,Ward_7,OPD_Pediatric,48,33,15,166.92,3,3,2,0,0,1.1,0.38
2025-10-20,Health,Pune,Ward_15,Disease_Dengue,3,2,1,28.26,3,0,10,0,0,2.0,0.65
2025-10-05,Health,Mumbai,Ward_11,OPD_General,384,346,38,28.17,3,6,10,1,0,2.5,1.0
2024-02-13,Health,Kolhapur,Ward_2,Ambulance_Emergency,15,11,4,12.0,1,1,2,0,0,1.1,0.38
2023-08-30,Health,Mumbai,Ward_7,Disease_Malaria,56,47,9,20.18,3,2,8,0,1,2.5,1.0
2024-11-07,Health,Solapur,Ward_5,Hospital_Bed_General,29,21,8,48.24,4,3,11,0,0,1.0,0.35
2024-05-05,Health,Kolhapur,Ward_6,Disease_Dengue,1,0,1,49.44,10,6,5,1,0,1.1,0.38
2025-09-21,Health,Solapur,Ward_7,Hospital_Bed_ICU,3,2,1,50.31,3,6,9,1,1,1.0,0.35
2024-10-16,Health,Pune,Ward_1,Hospital_Bed_ICU,19,16,3,39.68,2,2,10,0,0,2.0,0.65
2024-05-04,Health,Thane,Ward_8,Hospital_Bed_ICU,14,8,6,15.95,4,5,5,1,0,2.2,0.75
2023-12-20,Health,Nashik,Ward_3,Disease_Malaria,1,0,1,82.69,10,2,12,0,0,1.3,0.45
2023-03-28,Health,Solapur,Ward_6,Disease_Dengue,2,1,1,44.2,2,1,3,0,0,1.0,0.35
2023-10-31,Health,Aurangabad,Ward_7,Ambulance_Emergency,18,16,2,52.51,1,1,10,0,0,1.2,0.4
2024-06-16,Health,Pune,Ward_15,Hospital_Bed_General,78,73,5,71.86,2,6,6,1,1,2.0,0.65
2024-09-13,Health,Thane,Ward_2,Hospital_Bed_General,193,180,13,74.37,1,4,9,0,1,2.2,0.75
2023-04-03,Health,Thane,Ward_2,Hospital_Bed_ICU,24,16,8,36.28,4,0,4,0,0,2.2,0.75
2023-01-18,Health,Aurangabad,Ward_6,OPD_Pediatric,43,36,7,44.89,3,2,1,0,0,1.2,0.4
2025-09-19,Health,Aurangabad,Ward_7,Ambulance_Emergency,24,20,4,47.33,0,4,9,0,1,1.2,0.4
2023-02-24,Health,Solapur,Ward_2,Hospital_Bed_General,23,16,7,17.74,3,4,2,0,0,1.0,0.35
2023-08-01,Health,Nashik,Ward_8,Ambulance_Emergency,28,19,9,8.79,4,1,8,0,1,1.3,0.45
2025-06-11,Health,Kolhapur,Ward_6,Disease_Malaria,6,4,2,10.05,4,2,6,0,1,1.1,0.38
2024-05-19,Health,Solapur,Ward_1,Disease_Dengue,1,0,1,76.88,10,6,5,1,0,1.0,0.35
2024-05-17,Health,Pune,Ward_6,Ambulance_Emergency,41,38,3,11.94,1,4,5,0,0,2.0,0.65
2025-08-26,Health,Thane,Ward_12,Disease_Dengue,28,21,7,78.29,6,1,8,0,1,2.2,0.75
2023-11-30,Health,Pune,Ward_12,Ambulance_Emergency,44,40,4,1.76,0,3,11,0,0,2.0,0.65
2025-09-23,Health,Nagpur,Ward_7,Disease_Malaria,11,9,2,13.51,2,1,9,0,1,1.5,0.6
2025-09-09,Health,Solapur,Ward_4,Hospital_Bed_General,36,24,12,73.98,4,1,9,0,1,1.0,0.35
2024-05-03,Health,Nashik,Ward_2,Hospital_Bed_General,57,40,17,69.52,2,4,5,0,0,1.3,0.45
2024-05-21,Health,Pune,Ward_6,Disease_Dengue,5,3,2,64.01,2,1,5,0,0,2.0,0.65
2023-01-03,Health,Thane,Ward_18,OPD_Pediatric,220,184,36,51.09,0,1,1,0,0,2.2,0.75
2025-06-16,Health,Thane,Ward_7,OPD_General,574,386,188,62.24,3,0,6,0,1,2.2,0.75
2023-01-29,Health,Kolhapur,Ward_3,Disease_Dengue,2,1,1,50.32,1,6,1,1,0,1.1,0.38
2024-10-24,Health,Mumbai,Ward_11,Disease_Malaria,5,4,1,22.37,4,3,10,0,0,2.5,1.0
2025-10-14,Health,Thane,Ward_6,OPD_General,400,373,27,22.79,0,1,10,0,0,2.2,0.75
2023-09-18,Health,Nashik,Ward_2,Hospital_Bed_ICU,10,9,1,79.43,0,0,9,0,1,1.3,0.45
2023-12-06,Health,Aurangabad,Ward_3,OPD_General,189,125,64,68.11,3,2,12,0,0,1.2,0.4
2023-05-27,Health,Nashik,Ward_9,OPD_Pediatric,28,26,2,32.88,1,5,5,1,0,1.3,0.45
2024-11-25,Health,Mumbai,Ward_10,Hospital_Bed_ICU,40,33,7,62.96,1,0,11,0,0,2.5,1.0
2023-07-28,Health,Aurangabad,Ward_7,Disease_Malaria,4,3,1,41.01,3,4,7,0,1,1.2,0.4
2024-08-13,Health,Nagpur,Ward_8,Hospital_Bed_ICU,14,9,5,27.73,5,1,8,0,1,1.5,0.6
2024-05-23,Health,Pune,Ward_13,Hospital_Bed_ICU,28,21,7,68.63,1,3,5,0,0,2.0,0.65
2023-08-10,Health,Solapur,Ward_8,Ambulance_Emergency,15,12,3,42.4,3,3,8,0,1,1.0,0.35
2024-10-25,Health,Aurangabad,Ward_8,Disease_Malaria,1,0,1,20.51,10,4,10,0,0,1.2,0.4
2023-03-03,Health,Nashik,Ward_6,Ambulance_Emergency,21,12,9,13.9,5,4,3,0,0,1.3,0.45
2023-05-22,Health,Mumbai,Ward_4,Hospital_Bed_ICU,37,25,12,69.37,6,0,5,0,0,2.5,1.0
2023-09-26,Health,Kolhapur,Ward_8,Disease_Dengue,3,2,1,40.15,5,1,9,0,1,1.1,0.38
2023-01-05,Health,Aurangabad,Ward_8,Disease_Malaria,1,0,1,82.23,10,3,1,0,0,1.2,0.4
2025-08-15,Health,Kolhapur,Ward_7,Disease_Dengue,7,5,2,41.24,2,4,8,0,1,1.1,0.38
2024-12-28,Health,Pune,Ward_15,OPD_Pediatric,106,68,38,59.86,6,5,12,1,0,2.0,0.65
2024-09-27,Health,Pune,Ward_5,Disease_Malaria,6,5,1,13.99,5,4,9,0,1,2.0,0.65
2024-05-27,Health,Nashik,Ward_11,Hospital_Bed_General,34,25,9,24.04,4,0,5,0,0,1.3,0.45
2023-07-23,Health,Solapur,Ward_2,Hospital_Bed_General,22,13,9,44.41,3,6,7,1,1,1.0,0.35
2025-08-31,Health,Thane,Ward_12,OPD_General,290,231,59,49.58,2,6,8,1,1,2.2,0.75
2024-02-23,Health,Kolhapur,Ward_8,OPD_General,168,140,28,48.05,1,4,2,0,0,1.1,0.38
2024-07-20,Health,Pune,Ward_9,Disease_Malaria,7,4,3,12.58,8,5,7,1,1,2.0,0.65
2025-10-22,Health,Nagpur,Ward_9,Disease_Malaria,2,1,1,57.77,4,2,10,0,0,1.5,0.6
2025-04-15,Health,Thane,Ward_18,OPD_Pediatric,125,76,49,84.28,4,1,4,0,0,2.2,0.75
2023-05-20,Health,Nashik,Ward_12,Hospital_Bed_ICU,2,1,1,26.83,5,5,5,1,0,1.3,0.45
2024-11-15,Health,Thane,Ward_1,OPD_General,425,330,95,55.48,0,4,11,0,0,2.2,0.75
2024-06-18,Health,Aurangabad,Ward_4,Disease_Malaria,4,3,1,47.97,4,1,6,0,1,1.2,0.4
2023-03-04,Health,Aurangabad,Ward_1,OPD_General,69,62,7,33.5,1,5,3,1,0,1.2,0.4
2024-08-14,Health,Mumbai,Ward_11,OPD_General,906,770,136,45.98,1,2,8,0,1,2.5,1.0
2025-10-19,Health,Pune,Ward_7,Hospital_Bed_General,63,54,9,25.51,1,6,10,1,0,2.0,0.65
2025-10-13,Health,Solapur,Ward_1,OPD_Pediatric,29,18,11,3.34,2,0,10,0,0,1.0,0.35
2023-08-19,Health,Nagpur,Ward_9,Hospital_Bed_General,54,34,20,66.55,2,5,8,1,1,1.5,0.6
2024-11-26,Health,Solapur,Ward_4,Hospital_Bed_General,28,20,8,65.02,4,1,11,0,0,1.0,0.35
2025-05-30,Health,Mumbai,Ward_12,OPD_Pediatric,192,169,23,60.92,0,4,5,0,0,2.5,1.0
2025-06-03,Health,Thane,Ward_16,Ambulance_Emergency,68,53,15,8.21,3,1,6,0,1,2.2,0.75
2025-02-04,Health,Thane,Ward_4,Hospital_Bed_General,122,99,23,16.13,1,1,2,0,0,2.2,0.75
2023-12-05,Health,Aurangabad,Ward_1,OPD_Pediatric,63,50,13,94.87,0,1,12,0,0,1.2,0.4
2023-09-04,Health,Solapur,Ward_6,Disease_Malaria,2,1,1,20.76,3,0,9,0,1,1.0,0.35
2023-03-31,Health,Nagpur,Ward_3,Disease_Dengue,3,2,1,61.08,2,4,3,0,0,1.5,0.6
2023-01-28,Health,Thane,Ward_11,OPD_General,360,255,105,30.14,2,5,1,1,0,2.2,0.75
2023-01-17,Health,Thane,Ward_18,Hospital_Bed_ICU,21,19,2,59.68,1,1,1,0,0,2.2,0.75
2023-03-15,Health,Kolhapur,Ward_1,Ambulance_Emergency,15,9,6,29.43,7,2,3,0,0,1.1,0.38
2024-05-18,Health,Aurangabad,Ward_2,OPD_Pediatric,24,17,7,21.08,1,5,5,1,0,1.2,0.4
2024-06-03,Health,Solapur,Ward_5,Disease_Malaria,1,0,1,30.25,10,0,6,0,1,1.0,0.35
2024-06-26,Health,Mumbai,Ward_12,OPD_General,835,674,161,36.25,1,2,6,0,1,2.5,1.0
2025-10-21,Health,Aurangabad,Ward_1,Hospital_Bed_ICU,10,6,4,4.7,8,1,10,0,0,1.2,0.4
2023-02-06,Health,Nagpur,Ward_3,OPD_Pediatric,112,101,11,16.94,1,0,2,0,0,1.5,0.6
2024-05-02,Health,Mumbai,Ward_1,Hospital_Bed_ICU,17,10,7,49.78,6,3,5,0,0,2.5,1.0
2023-09-19,Health,Aurangabad,Ward_4,Ambulance_Emergency,23,18,5,12.5,5,1,9,0,1,1.2,0.4
2025-07-20,Health,Mumbai,Ward_4,OPD_General,514,380,134,51.86,4,6,7,1,1,2.5,1.0
2025-02-08,Health,Mumbai,Ward_7,Disease_Malaria,1,0,1,45.53,10,5,2,1,0,2.5,1.0
2024-03-16,Health,Pune,Ward_15,Disease_Dengue,5,3,2,46.37,4,5,3,1,0,2.0,0.65
2023-10-19,Health,Kolhapur,Ward_6,OPD_General,105,88,17,96.06,1,3,10,0,0,1.1,0.38
2023-08-16,Health,Solapur,Ward_3,Hospital_Bed_General,36,33,3,35.23,2,2,8,0,1,1.0,0.35
2023-08-25,Health,Aurangabad,Ward_3,OPD_Pediatric,54,46,8,42.68,0,4,8,0,1,1.2,0.4
2023-05-13,Health,Mumbai,Ward_23,Disease_Dengue,10,7,3,21.25,1,5,5,1,0,2.5,1.0
2024-11-25,Health,Kolhapur,Ward_8,Hospital_Bed_General,33,22,11,36.44,2,0,11,0,0,1.1,0.38
2024-01-10,Health,Nagpur,Ward_10,Hospital_Bed_General,72,48,24,8.46,6,2,1,0,0,1.5,0.6
2024-03-26,Health,Nashik,Ward_1,Hospital_Bed_General,48,40,8,83.63,6,1,3,0,0,1.3,0.45
2023-07-04,Health,Nagpur,Ward_3,OPD_Pediatric,100,67,33,94.69,3,1,7,0,1,1.5,0.6
2024-02-29,Health,Solapur,Ward_6,Hospital_Bed_General,24,18,6,46.37,1,3,2,0,0,1.0,0.35
2023-02-25,Health,Nashik,Ward_12,Ambulance_Emergency,15,10,5,14.2,7,5,2,1,0,1.3,0.45
2024-03-24,Health,Nashik,Ward_9,Ambulance_Emergency,13,9,4,15.62,6,6,3,1,0,1.3,0.45
2025-04-07,Health,Nashik,Ward_11,Ambulance_Emergency,22,15,7,9.07,3,0,4,0,0,1.3,0.45
2024-10-15,Health,Mumbai,Ward_4,Disease_Malaria,2,1,1,39.47,4,1,10,0,0,2.5,1.0
2023-05-13,Health,Nagpur,Ward_9,Hospital_Bed_ICU,8,6,2,42.7,4,5,5,1,0,1.5,0.6
2023-03-02,Health,Solapur,Ward_6,Disease_Malaria,1,0,1,22.42,10,3,3,0,0,1.0,0.35
2025-07-06,Health,Aurangabad,Ward_3,Hospital_Bed_ICU,6,3,3,40.61,7,6,7,1,1,1.2,0.4
2025-06-26,Health,Nashik,Ward_6,Disease_Dengue,10,6,4,29.98,4,3,6,0,1,1.3,0.45
2023-09-10,Health,Nashik,Ward_5,Disease_Dengue,6,5,1,44.62,2,6,9,1,1,1.3,0.45
2024-12-19,Health,Nagpur,Ward_1,Hospital_Bed_General,68,55,13,16.07,3,3,12,0,0,1.5,0.6
2023-01-26,Health,Mumbai,Ward_23,OPD_Pediatric,270,164,106,64.89,2,3,1,0,0,2.5,1.0
2025-03-25,Health,Kolhapur,Ward_2,Disease_Dengue,1,0,1,17.37,10,1,3,0,0,1.1,0.38
2023-07-22,Health,Nagpur,Ward_6,Hospital_Bed_ICU,12,8,4,25.26,1,5,7,1,1,1.5,0.6
2023-12-06,Health,Nashik,Ward_5,Ambulance_Emergency,21,14,7,9.7,4,2,12,0,0,1.3,0.45
2024-09-27,Health,Aurangabad,Ward_4,Disease_Malaria,1,0,1,37.11,10,4,9,0,1,1.2,0.4
2024-09-09,Health,Mumbai,Ward_24,Disease_Dengue,12,10,2,54.1,0,0,9,0,1,2.5,1.0
2025-05-25,Health,Nagpur,Ward_1,Hospital_Bed_General,45,29,16,42.09,5,6,5,1,0,1.5,0.6
2023-08-15,Health,Thane,Ward_12,Disease_Malaria,20,12,8,68.83,4,1,8,0,1,2.2,0.75
2024-07-10,Health,Pune,Ward_13,OPD_Pediatric,136,101,35,26.54,3,2,7,0,1,2.0,0.65
2023-03-04,Health,Thane,Ward_15,Disease_Dengue,9,8,1,39.39,1,5,3,1,0,2.2,0.75
2024-05-02,Health,Mumbai,Ward_9,OPD_Pediatric,215,202,13,20.33,0,3,5,0,0,2.5,1.0
2025-05-17,Health,Thane,Ward_18,Disease_Malaria,2,1,1,79.61,6,5,5,1,0,2.2,0.75
2024-10-04,Health,Aurangabad,Ward_5,Disease_Dengue,2,1,1,35.73,4,4,10,0,0,1.2,0.4
2023-04-16,Health,Aurangabad,Ward_2,Disease_Dengue,2,1,1,38.97,5,6,4,1,0,1.2,0.4
2023-11-06,Health,Kolhapur,Ward_4,Ambulance_Emergency,15,13,2,10.5,3,0,11,0,0,1.1,0.38
2023-06-13,Health,Mumbai,Ward_2,Hospital_Bed_ICU,58,48,10,22.13,1,1,6,0,1,2.5,1.0
2025-05-08,Health,Thane,Ward_15,Hospital_Bed_General,135,126,9,57.72,0,3,5,0,0,2.2,0.75
2023-04-28,Health,Solapur,Ward_6,OPD_Pediatric,25,17,8,76.08,2,4,4,0,0,1.0,0.35
2024-02-15,Health,Mumbai,Ward_5,Disease_Dengue,10,9,1,85.32,2,3,2,0,0,2.5,1.0
2024-05-25,Health,Aurangabad,Ward_1,Disease_Dengue,1,0,1,13.03,10,5,5,1,0,1.2,0.4
2024-12-23,Health,Nagpur,Ward_10,Hospital_Bed_ICU,14,9,5,23.42,3,0,12,0,0,1.5,0.6
2025-09-03,Health,Kolhapur,Ward_1,Ambulance_Emergency,16,14,2,22.87,1,2,9,0,1,1.1,0.38
2024-10-07,Health,Solapur,Ward_8,OPD_Pediatric,30,25,5,29.87,2,0,10,0,0,1.0,0.35
2025-05-24,Health,Aurangabad,Ward_5,Disease_Malaria,1,0,1,83.83,10,5,5,1,0,1.2,0.4
2023-02-19,Health,Kolhapur,Ward_7,Hospital_Bed_General,23,19,4,27.09,2,6,2,1,0,1.1,0.38
2025-07-22,Health,Nashik,Ward_12,Ambulance_Emergency,28,26,2,13.24,1,1,7,0,1,1.3,0.45
2025-01-09,Health,Nagpur,Ward_1,Hospital_Bed_General,81,65,16,50.32,0,3,1,0,0,1.5,0.6
2025-03-16,Health,Nagpur,Ward_8,OPD_General,124,79,45,21.51,5,6,3,1,0,1.5,0.6
2025-09-04,Health,Aurangabad,Ward_3,Disease_Malaria,3,2,1,15.06,2,3,9,0,1,1.2,0.4
2025-10-08,Health,Aurangabad,Ward_8,Hospital_Bed_ICU,4,3,1,10.18,2,2,10,0,0,1.2,0.4
2025-07-22,Health,Pune,Ward_8,OPD_Pediatric,160,144,16,47.19,0,1,7,0,1,2.0,0.65
2024-06-18,Health,Nashik,Ward_3,OPD_General,185,136,49,25.02,6,1,6,0,1,1.3,0.45
2023-07-24,Health,Pune,Ward_6,OPD_Pediatric,126,88,38,47.22,2,0,7,0,1,2.0,0.65
2023-05-18,Health,Thane,Ward_12,OPD_Pediatric,150,94,56,60.41,1,3,5,0,0,2.2,0.75
2024-06-02,Health,Mumbai,Ward_10,Hospital_Bed_General,171,109,62,59.34,4,6,6,1,1,2.5,1.0
2025-03-11,Health,Pune,Ward_11,Hospital_Bed_General,80,58,22,58.23,1,1,3,0,0,2.0,0.65
2024-01-06,Health,Thane,Ward_16,Hospital_Bed_General,71,61,10,66.42,1,5,1,1,0,2.2,0.75
2025-09-23,Health,Nashik,Ward_4,OPD_Pediatric,53,41,12,10.45,3,1,9,0,1,1.3,0.45
2024-04-18,Health,Solapur,Ward_6,Disease_Malaria,1,0,1,23.81,10,3,4,0,0,1.0,0.35
2024-06-13,Health,Aurangabad,Ward_7,Disease_Malaria,4,3,1,99.96,3,3,6,0,1,1.2,0.4
2025-01-06,Health,Thane,Ward_5,OPD_General,601,413,188,22.21,4,0,1,0,0,2.2,0.75
2024-03-27,Health,Solapur,Ward_5,OPD_General,84,51,33,24.16,4,2,3,0,0,1.0,0.35
2023-06-13,Health,Mumbai,Ward_23,OPD_General,838,588,250,20.88,3,1,6,0,1,2.5,1.0
2023-04-06,Health,Aurangabad,Ward_6,Ambulance_Emergency,12,8,4,12.36,4,3,4,0,0,1.2,0.4
2024-08-06,Health,Kolhapur,Ward_8,Hospital_Bed_General,41,35,6,66.1,1,1,8,0,1,1.1,0.38
2023-06-04,Health,Mumbai,Ward_8,Ambulance_Emergency,74,64,10,10.07,1,6,6,1,1,2.5,1.0
2023-07-17,Health,Solapur,Ward_3,OPD_General,117,101,16,39.21,1,0,7,0,1,1.0,0.35
2024-07-29,Health,Thane,Ward_13,OPD_General,529,395,134,91.89,5,0,7,0,1,2.2,0.75
2023-07-14,Health,Nagpur,Ward_7,OPD_General,266,166,100,43.86,4,4,7,0,1,1.5,0.6
2024-07-28,Health,Kolhapur,Ward_2,Hospital_Bed_ICU,3,2,1,35.34,2,6,7,1,1,1.1,0.38
2024-09-12,Health,Thane,Ward_6,OPD_Pediatric,167,132,35,62.85,1,3,9,0,1,2.2,0.75
2023-04-17,Health,Nashik,Ward_10,Hospital_Bed_ICU,8,5,3,57.93,3,0,4,0,0,1.3,0.45
2025-07-16,Health,Thane,Ward_8,Ambulance_Emergency,92,84,8,25.35,0,2,7,0,1,2.2,0.75
2023-07-07,Health,Solapur,Ward_3,Hospital_Bed_General,34,30,4,29.39,0,4,7,0,1,1.0,0.35
2024-12-23,Health,Aurangabad,Ward_5,Disease_Malaria,1,0,1,42.07,10,0,12,0,0,1.2,0.4
2025-08-23,Health,Kolhapur,Ward_4,Disease_Dengue,1,0,1,23.89,10,5,8,1,1,1.1,0.38
2024-07-31,Health,Mumbai,Ward_5,Hospital_Bed_ICU,42,33,9,59.21,1,2,7,0,1,2.5,1.0
2025-08-09,Health,Solapur,Ward_8,Hospital_Bed_ICU,4,3,1,61.76,5,5,8,1,1,1.0,0.35
2025-03-10,Health,Pune,Ward_10,Disease_Malaria,3,2,1,74.41,3,0,3,0,0,2.0,0.65
2025-01-09,Health,Kolhapur,Ward_1,Disease_Malaria,1,0,1,37.53,10,3,1,0,0,1.1,0.38
2024-12-08,Health,Thane,Ward_1,Disease_Malaria,1,0,1,28.7,10,6,12,1,0,2.2,0.75
2025-10-08,Health,Aurangabad,Ward_2,OPD_Pediatric,41,26,15,29.02,4,2,10,0,0,1.2,0.4
2023-09-29,Health,Nashik,Ward_6,Disease_Dengue,8,7,1,69.41,2,4,9,0,1,1.3,0.45
2023-10-24,Health,Pune,Ward_2,Hospital_Bed_ICU,15,10,5,33.47,4,1,10,0,0,2.0,0.65
2023-02-06,Health,Solapur,Ward_5,OPD_General,129,84,45,56.84,3,0,2,0,0,1.0,0.35
2024-10-16,Health,Solapur,Ward_5,Disease_Malaria,1,0,1,15.54,10,2,10,0,0,1.0,0.35
2025-07-11,Health,Nashik,Ward_4,Hospital_Bed_General,58,53,5,18.24,3,4,7,0,1,1.3,0.45
