timestamp,domain,district,ward,service_type,incidents_reported,incidents_resolved,response_time_minutes,severity_level,day_of_week,month,is_weekend,population_factor,urban_ratio
2025-04-15,PublicSafety,Mumbai,Ward_22,Disaster_Alert,22,19,38.1,Low,1,4,0,2.5,1.0
2025-02-23,PublicSafety,Mumbai,Ward_22,Emergency_Helpline_Call,495,376,2.22,Low,6,2,1,2.5,1.0
2023-02-13,PublicSafety,Nagpur,Ward_8,Police_Crime_Report,134,118,15.76,High,0,2,0,1.5,0.6
2023-05-22,PublicSafety,Nagpur,Ward_8,Police_Crime_Report,76,59,44.43,High,0,5,0,1.5,0.6
2023-02-24,PublicSafety,Nagpur,Ward_6,Fire_Emergency,11,9,8.46,Medium,4,2,0,1.5,0.6
2024-09-25,PublicSafety,Nagpur,Ward_7,Fire_Emergency,9,7,6.22,High,2,9,0,1.5,0.6
2025-05-25,PublicSafety,Kolhapur,Ward_7,Fire_Emergency,7,6,4.18,Low,6,5,1,1.1,0.38
2023-02-26,PublicSafety,Nashik,Ward_4,Emergency_Helpline_Call,214,196,4.55,Low,6,2,1,1.3,0.45
2024-06-02,PublicSafety,Pune,Ward_5,Fire_Emergency,18,14,9.55,Medium,6,6,1,2.0,0.65
2024-12-05,PublicSafety,Nagpur,Ward_1,Fire_Emergency,11,9,5.35,Medium,3,12,0,1.5,0.6
2023-02-12,PublicSafety,Mumbai,Ward_24,Fire_Emergency,41,28,18.55,Medium,6,2,1,2.5,1.0
2024-07-31,PublicSafety,Kolhapur,Ward_2,Police_Crime_Report,53,38,36.27,Medium,2,7,0,1.1,0.38
2025-02-17,PublicSafety,Solapur,Ward_1,Police_Crime_Report,58,41,12.54,High,0,2,0,1.0,0.35
2025-04-11,PublicSafety,Pune,Ward_13,Fire_Emergency,18,14,6.53,Low,4,4,0,2.0,0.65
2025-01-23,PublicSafety,Aurangabad,Ward_4,Disaster_Alert,2,1,28.81,High,3,1,0,1.2,0.4
2024-11-27,PublicSafety,Pune,Ward_9,Emergency_Helpline_Call,312,264,13.07,Medium,2,11,0,2.0,0.65
2025-09-20,PublicSafety,Aurangabad,Ward_5,Police_Crime_Report,50,48,38.93,Low,5,9,1,1.2,0.4
2024-11-26,PublicSafety,Solapur,Ward_7,Disaster_Alert,1,0,56.72,Medium,1,11,0,1.0,0.35
2024-10-06,PublicSafety,Nagpur,Ward_6,Police_Traffic_Accident,46,39,26.77,Low,6,10,1,1.5,0.6
2025-01-17,PublicSafety,Mumbai,Ward_21,Police_Crime_Report,161,120,14.23,Medium,4,1,0,2.5,1.0
2024-09-01,PublicSafety,Thane,Ward_11,Police_Crime_Report,142,126,9.65,Critical,6,9,1,2.2,0.75
2023-08-06,PublicSafety,Nagpur,Ward_4,Fire_Emergency,17,12,12.88,Low,6,8,1,1.5,0.6
2025-07-04,PublicSafety,Nagpur,Ward_10,Police_Traffic_Accident,54,41,45.49,Critical,4,7,0,1.5,0.6
2024-01-15,PublicSafety,Solapur,Ward_3,Police_Traffic_Accident,18,12,37.47,High,0,1,0,1.0,0.35
2023-02-14,PublicSafety,Aurangabad,Ward_5,Emergency_Helpline_Call,221,168,3.06,Low,1,2,0,1.2,0.4
2024-12-06,PublicSafety,Solapur,Ward_3,Police_Crime_Report,65,55,64.16,Low,4,12,0,1.0,0.35
2024-01-09,PublicSafety,Nashik,Ward_2,Police_Traffic_Accident,52,48,19.18,Low,1,1,0,1.3,0.45
2024-10-23,PublicSafety,Thane,Ward_6,Fire_Emergency,39,30,4.51,Low,2,10,0,2.2,0.75
2023-07-03,PublicSafety,Pune,Ward_10,Police_Crime_Report,145,133,28.72,High,0,7,0,2.0,0.65
2025-08-31,PublicSafety,Nashik,Ward_9,Police_Traffic_Accident,31,22,43.79,High,6,8,1,1.3,0.45
2024-11-08,PublicSafety,Mumbai,Ward_2,Fire_Emergency,33,24,1.59,High,4,11,0,2.5,1.0
2025-04-27,PublicSafety,Nashik,Ward_8,Police_Crime_Report,57,48,19.55,Medium,6,4,1,1.3,0.45
2025-04-10,PublicSafety,Mumbai,Ward_8,Police_Traffic_Accident,86,83,18.34,Low,3,4,0,2.5,1.0
2024-10-11,PublicSafety,Kolhapur,Ward_5,Emergency_Helpline_Call,134,111,15.55,Medium,4,10,0,1.1,0.38
2023-08-23,PublicSafety,Thane,Ward_16,Fire_Emergency,6,5,30.34,Medium,2,8,0,2.2,0.75
2024-01-08,PublicSafety,Aurangabad,Ward_6,Fire_Emergency,12,8,2.78,Low,0,1,0,1.2,0.4
2023-08-22,PublicSafety,Kolhapur,Ward_1,Fire_Emergency,7,6,2.06,Low,1,8,0,1.1,0.38
2024-10-14,PublicSafety,Kolhapur,Ward_8,Fire_Emergency,20,14,2.15,Medium,0,10,0,1.1,0.38
2023-09-25,PublicSafety,Nagpur,Ward_10,Emergency_Helpline_Call,226,209,12.95,Low,0,9,0,1.5,0.6
2023-12-17,PublicSafety,Nagpur,Ward_3,Disaster_Alert,1,0,35.86,Low,6,12,1,1.5,0.6
2023-08-27,PublicSafety,Pune,Ward_6,Police_Crime_Report,129,91,35.37,Low,6,8,1,2.0,0.65
2023-11-12,PublicSafety,Mumbai,Ward_5,Disaster_Alert,11,10,27.05,Medium,6,11,1,2.5,1.0
2024-03-09,PublicSafety,Kolhapur,Ward_7,Emergency_Helpline_Call,178,133,5.13,Medium,5,3,1,1.1,0.38
2023-06-05,PublicSafety,Thane,Ward_5,Disaster_Alert,3,2,6.28,Medium,0,6,0,2.2,0.75
2025-03-15,PublicSafety,Kolhapur,Ward_6,Fire_Emergency,10,7,4.85,Low,5,3,1,1.1,0.38
2024-01-08,PublicSafety,Nagpur,Ward_8,Emergency_Helpline_Call,243,215,4.99,Medium,0,1,0,1.5,0.6
2024-06-27,PublicSafety,Nashik,Ward_6,Emergency_Helpline_Call,167,120,10.06,High,3,6,0,1.3,0.45
2025-10-02,PublicSafety,Kolhapur,Ward_7,Police_Traffic_Accident,28,24,42.08,Low,3,10,0,1.1,0.38
2023-05-15,PublicSafety,Kolhapur,Ward_8,Fire_Emergency,11,9,5.46,Low,0,5,0,1.1,0.38
2024-07-25,PublicSafety,Nagpur,Ward_10,Police_Crime_Report,95,78,28.43,Low,3,7,0,1.5,0.6
2024-09-02,PublicSafety,Thane,Ward_12,Disaster_Alert,6,4,50.21,Medium,0,9,0,2.2,0.75
2024-06-09,PublicSafety,Aurangabad,Ward_4,Police_Traffic_Accident,36,33,36.89,Medium,6,6,1,1.2,0.4
2024-09-09,PublicSafety,Kolhapur,Ward_8,Emergency_Helpline_Call,154,136,20.83,Low,0,9,0,1.1,0.38
2024-10-29,PublicSafety,Thane,Ward_17,Police_Crime_Report,142,132,23.96,Low,1,10,0,2.2,0.75
2025-10-04,PublicSafety,Solapur,Ward_6,Disaster_Alert,2,1,25.07,Low,5,10,1,1.0,0.35
2023-11-24,PublicSafety,Mumbai,Ward_6,Police_Traffic_Accident,112,86,32.16,Low,4,11,0,2.5,1.0
2023-02-22,PublicSafety,Aurangabad,Ward_5,Police_Traffic_Accident,48,40,44.34,Low,2,2,0,1.2,0.4
2024-01-05,PublicSafety,Solapur,Ward_3,Fire_Emergency,10,7,12.96,Low,4,1,0,1.0,0.35
2023-03-09,PublicSafety,Kolhapur,Ward_5,Emergency_Helpline_Call,162,139,8.01,High,3,3,0,1.1,0.38
2025-06-25,PublicSafety,Mumbai,Ward_19,Fire_Emergency,18,13,8.23,Medium,2,6,0,2.5,1.0
2025-01-03,PublicSafety,Mumbai,Ward_6,Emergency_Helpline_Call,408,305,13.48,Medium,4,1,0,2.5,1.0
2023-06-16,PublicSafety,Solapur,Ward_1,Disaster_Alert,1,0,31.99,Low,4,6,0,1.0,0.35
2025-06-19,PublicSafety,Pune,Ward_8,Disaster_Alert,5,3,14.88,High,3,6,0,2.0,0.65
2024-01-08,PublicSafety,Thane,Ward_13,Disaster_Alert,3,2,48.62,Medium,0,1,0,2.2,0.75
2023-03-20,PublicSafety,Nashik,Ward_9,Police_Traffic_Accident,46,35,25.41,Low,0,3,0,1.3,0.45
2023-04-11,PublicSafety,Thane,Ward_3,Police_Traffic_Accident,66,53,29.82,Low,1,4,0,2.2,0.75
2024-10-02,PublicSafety,Thane,Ward_16,Police_Traffic_Accident,57,42,27.77,High,2,10,0,2.2,0.75
2023-08-12,PublicSafety,Mumbai,Ward_4,Emergency_Helpline_Call,465,407,7.36,Medium,5,8,1,2.5,1.0
2023-10-26,PublicSafety,Mumbai,Ward_2,Fire_Emergency,41,35,19.03,Low,3,10,0,2.5,1.0
2024-01-28,PublicSafety,Thane,Ward_16,Emergency_Helpline_Call,359,266,27.68,Medium,6,1,1,2.2,0.75
2023-03-03,PublicSafety,Kolhapur,Ward_3,Disaster_Alert,2,1,55.76,Medium,4,3,0,1.1,0.38
2025-06-26,PublicSafety,Pune,Ward_4,Police_Crime_Report,113,89,21.75,Low,3,6,0,2.0,0.65
2023-08-20,PublicSafety,Mumbai,Ward_5,Police_Traffic_Accident,67,59,51.95,Medium,6,8,1,2.5,1.0
2024-05-13,PublicSafety,Mumbai,Ward_22,Emergency_Helpline_Call,442,360,3.62,Medium,0,5,0,2.5,1.0
2025-09-11,PublicSafety,Thane,Ward_1,Disaster_Alert,9,8,30.94,Medium,3,9,0,2.2,0.75
2024-01-10,PublicSafety,Nagpur,Ward_7,Police_Traffic_Accident,56,52,18.96,High,2,1,0,1.5,0.6
2025-09-04,PublicSafety,Kolhapur,Ward_8,Police_Crime_Report,66,47,4.58,High,3,9,0,1.1,0.38
2024-02-05,PublicSafety,Nagpur,Ward_3,Disaster_Alert,5,3,26.95,Medium,0,2,0,1.5,0.6
2024-09-07,PublicSafety,Kolhapur,Ward_5,Police_Crime_Report,74,71,46.01,Low,5,9,1,1.1,0.38
2025-06-25,PublicSafety,Mumbai,Ward_7,Police_Traffic_Accident,82,78,6.59,Low,2,6,0,2.5,1.0
2024-01-30,PublicSafety,Thane,Ward_8,Police_Traffic_Accident,75,56,23.2,Medium,1,1,0,2.2,0.75
2023-05-18,PublicSafety,Pune,Ward_7,Police_Traffic_Accident,71,64,14.5,Medium,3,5,0,2.0,0.65
2024-02-15,PublicSafety,Kolhapur,Ward_7,Police_Crime_Report,68,52,17.85,Low,3,2,0,1.1,0.38
2023-04-11,PublicSafety,Pune,Ward_12,Disaster_Alert,2,1,23.15,Critical,1,4,0,2.0,0.65
2024-04-15,PublicSafety,Kolhapur,Ward_5,Fire_Emergency,13,10,11.11,High,0,4,0,1.1,0.38
2023-07-20,PublicSafety,Aurangabad,Ward_1,Emergency_Helpline_Call,171,121,3.66,High,3,7,0,1.2,0.4
2025-08-10,PublicSafety,Aurangabad,Ward_4,Police_Crime_Report,47,36,31.98,Low,6,8,1,1.2,0.4
2023-08-26,PublicSafety,Nashik,Ward_5,Emergency_Helpline_Call,194,144,18.74,Low,5,8,1,1.3,0.45
2023-07-19,PublicSafety,Solapur,Ward_5,Police_Traffic_Accident,34,25,25.35,Low,2,7,0,1.0,0.35
2023-04-21,PublicSafety,Mumbai,Ward_19,Fire_Emergency,22,20,6.89,High,4,4,0,2.5,1.0
2025-07-14,PublicSafety,Nagpur,Ward_4,Emergency_Helpline_Call,243,184,19.65,Low,0,7,0,1.5,0.6
2025-02-22,PublicSafety,Nashik,Ward_1,Police_Traffic_Accident,38,26,49.7,Low,5,2,1,1.3,0.45
2024-02-20,PublicSafety,Nashik,Ward_4,Police_Traffic_Accident,38,35,86.13,Medium,1,2,0,1.3,0.45
2024-04-28,PublicSafety,Thane,Ward_12,Police_Traffic_Accident,87,60,56.15,High,6,4,1,2.2,0.75
2023-06-04,PublicSafety,Mumbai,Ward_7,Emergency_Helpline_Call,423,343,8.41,High,6,6,1,2.5,1.0
2025-04-25,PublicSafety,Nagpur,Ward_3,Police_Crime_Report,118,83,6.82,Medium,4,4,0,1.5,0.6
2025-10-20,PublicSafety,Pune,Ward_10,Emergency_Helpline_Call,336,253,10.47,Medium,0,10,0,2.0,0.65
2023-07-26,PublicSafety,Pune,Ward_1,Police_Traffic_Accident,68,50,38.27,Low,2,7,0,2.0,0.65
2023-07-11,PublicSafety,Thane,Ward_1,Police_Traffic_Accident,75,67,8.92,Medium,1,7,0,2.2,0.75
2025-08-20,PublicSafety,Thane,Ward_12,Police_Crime_Report,151,126,20.78,Critical,2,8,0,2.2,0.75
2023-01-12,PublicSafety,Pune,Ward_7,Police_Traffic_Accident,76,69,44.94,Low,3,1,0,2.0,0.65
2025-03-09,PublicSafety,Aurangabad,Ward_3,Fire_Emergency,12,8,19.71,Medium,6,3,1,1.2,0.4
2023-05-26,PublicSafety,Pune,Ward_1,Emergency_Helpline_Call,355,301,3.31,Medium,4,5,0,2.0,0.65
2025-05-20,PublicSafety,Nashik,Ward_4,Disaster_Alert,4,2,21.03,Medium,1,5,0,1.3,0.45
2025-08-17,PublicSafety,Nashik,Ward_10,Police_Crime_Report,79,72,28.79,Medium,6,8,1,1.3,0.45
2025-07-03,PublicSafety,Mumbai,Ward_14,Disaster_Alert,3,2,13.66,High,3,7,0,2.5,1.0
2023-04-25,PublicSafety,Pune,Ward_14,Emergency_Helpline_Call,333,289,5.05,Low,1,4,0,2.0,0.65
2025-09-11,PublicSafety,Thane,Ward_13,Fire_Emergency,24,21,4.78,Medium,3,9,0,2.2,0.75
2024-07-20,PublicSafety,Nagpur,Ward_7,Emergency_Helpline_Call,226,195,12.7,Medium,5,7,1,1.5,0.6
2024-10-01,PublicSafety,Nagpur,Ward_9,Emergency_Helpline_Call,216,200,7.64,High,1,10,0,1.5,0.6
2023-03-12,PublicSafety,Solapur,Ward_1,Disaster_Alert,1,0,6.5,Medium,6,3,1,1.0,0.35
2023-08-17,PublicSafety,Kolhapur,Ward_8,Police_Crime_Report,61,57,13.84,Medium,3,8,0,1.1,0.38
2023-01-19,PublicSafety,Aurangabad,Ward_7,Emergency_Helpline_Call,192,181,12.25,High,3,1,0,1.2,0.4
2024-11-21,PublicSafety,Mumbai,Ward_12,Police_Crime_Report,165,148,11.83,Medium,3,11,0,2.5,1.0
2025-07-25,PublicSafety,Aurangabad,Ward_8,Police_Traffic_Accident,31,29,48.6,Low,4,7,0,1.2,0.4
2025-03-20,PublicSafety,Solapur,Ward_6,Fire_Emergency,9,8,4.81,High,3,3,0,1.0,0.35
2024-01-05,PublicSafety,Mumbai,Ward_10,Fire_Emergency,33,30,6.1,High,4,1,0,2.5,1.0
2023-11-11,PublicSafety,Pune,Ward_15,Fire_Emergency,10,7,10.28,Low,5,11,1,2.0,0.65
2025-10-26,PublicSafety,Solapur,Ward_8,Police_Traffic_Accident,18,16,27.22,Low,6,10,1,1.0,0.35
2024-08-08,PublicSafety,Solapur,Ward_8,Disaster_Alert,2,1,21.53,Medium,3,8,0,1.0,0.35
2023-01-26,PublicSafety,Kolhapur,Ward_3,Fire_Emergency,13,10,5.32,Medium,3,1,0,1.1,0.38
2025-01-29,PublicSafety,Nashik,Ward_10,Disaster_Alert,7,6,50.54,High,2,1,0,1.3,0.45
2025-08-08,PublicSafety,Nagpur,Ward_6,Disaster_Alert,3,2,27.44,Medium,4,8,0,1.5,0.6
2023-02-12,PublicSafety,Nagpur,Ward_3,Disaster_Alert,3,2,10.45,Medium,6,2,1,1.5,0.6
2025-01-26,PublicSafety,Solapur,Ward_3,Fire_Emergency,12,10,13.96,High,6,1,1,1.0,0.35
2024-07-18,PublicSafety,Pune,Ward_5,Police_Traffic_Accident,55,46,26.03,Medium,3,7,0,2.0,0.65
2025-08-27,PublicSafety,Aurangabad,Ward_4,Police_Crime_Report,69,49,19.94,Low,2,8,0,1.2,0.4
2023-02-20,PublicSafety,Aurangabad,Ward_3,Fire_Emergency,10,9,28.16,Medium,0,2,0,1.2,0.4
2023-09-10,PublicSafety,Thane,Ward_10,Police_Traffic_Accident,72,66,53.59,Medium,6,9,1,2.2,0.75
2023-12-18,PublicSafety,Pune,Ward_12,Fire_Emergency,31,30,30.51,Low,0,12,0,2.0,0.65
2024-09-04,PublicSafety,Nashik,Ward_4,Police_Traffic_Accident,31,22,11.41,Medium,2,9,0,1.3,0.45
2025-07-24,PublicSafety,Kolhapur,Ward_1,Disaster_Alert,1,0,59.27,High,3,7,0,1.1,0.38
2024-09-23,PublicSafety,Nagpur,Ward_3,Emergency_Helpline_Call,228,169,11.4,Low,0,9,0,1.5,0.6
2023-08-16,PublicSafety,Nashik,Ward_1,Emergency_Helpline_Call,192,146,6.7,High,2,8,0,1.3,0.45
2025-10-15,PublicSafety,Nagpur,Ward_1,Fire_Emergency,9,7,6.07,Low,2,10,0,1.5,0.6
2025-06-01,PublicSafety,Nagpur,Ward_2,Emergency_Helpline_Call,210,187,3.33,Low,6,6,1,1.5,0.6
2023-08-15,PublicSafety,Aurangabad,Ward_6,Police_Crime_Report,64,53,15.98,High,1,8,0,1.2,0.4
2023-01-11,PublicSafety,Mumbai,Ward_2,Fire_Emergency,18,14,34.56,Critical,2,1,0,2.5,1.0
2024-09-30,PublicSafety,Nagpur,Ward_2,Disaster_Alert,5,4,11.25,Critical,0,9,0,1.5,0.6
2025-02-24,PublicSafety,Nashik,Ward_6,Disaster_Alert,3,2,24.67,Low,0,2,0,1.3,0.45
2024-04-02,PublicSafety,Thane,Ward_10,Fire_Emergency,24,23,7.94,Low,1,4,0,2.2,0.75
2023-10-13,PublicSafety,Thane,Ward_9,Disaster_Alert,6,5,39.7,Medium,4,10,0,2.2,0.75
2023-09-21,PublicSafety,Nagpur,Ward_2,Police_Traffic_Accident,27,25,22.83,High,3,9,0,1.5,0.6
2024-05-16,PublicSafety,Kolhapur,Ward_4,Disaster_Alert,1,0,28.43,High,3,5,0,1.1,0.38
2024-02-16,PublicSafety,Solapur,Ward_1,Police_Crime_Report,62,52,34.47,Low,4,2,0,1.0,0.35
2024-01-03,PublicSafety,Mumbai,Ward_13,Disaster_Alert,7,6,60.61,High,2,1,0,2.5,1.0
2023-11-20,PublicSafety,Nashik,Ward_11,Police_Traffic_Accident,39,29,23.69,Low,0,11,0,1.3,0.45
2024-12-03,PublicSafety,Kolhapur,Ward_7,Disaster_Alert,2,1,23.42,Low,1,12,0,1.1,0.38
2024-01-20,PublicSafety,Thane,Ward_13,Emergency_Helpline_Call,347,305,3.4,Medium,5,1,1,2.2,0.75
2023-05-25,PublicSafety,Pune,Ward_15,Police_Crime_Report,95,75,17.8,Medium,3,5,0,2.0,0.65
2023-01-22,PublicSafety,Aurangabad,Ward_7,Police_Traffic_Accident,25,21,19.29,Medium,6,1,1,1.2,0.4
2024-08-14,PublicSafety,Kolhapur,Ward_7,Police_Crime_Report,75,57,79.23,Medium,2,8,0,1.1,0.38
2025-01-05,PublicSafety,Thane,Ward_10,Emergency_Helpline_Call,390,322,6.38,Medium,6,1,1,2.2,0.75
2024-07-05,PublicSafety,Nashik,Ward_4,Police_Crime_Report,85,80,12.2,Low,4,7,0,1.3,0.45
2023-09-10,PublicSafety,Solapur,Ward_2,Emergency_Helpline_Call,126,119,11.24,Low,6,9,1,1.0,0.35
2023-01-24,PublicSafety,Kolhapur,Ward_6,Disaster_Alert,5,4,60.07,Medium,1,1,0,1.1,0.38
2023-10-01,PublicSafety,Nagpur,Ward_5,Fire_Emergency,7,5,20.96,Low,6,10,1,1.5,0.6
2023-06-22,PublicSafety,Kolhapur,Ward_1,Emergency_Helpline_Call,170,160,18.27,Critical,3,6,0,1.1,0.38
2025-07-01,PublicSafety,Nagpur,Ward_6,Police_Crime_Report,76,63,23.19,Critical,1,7,0,1.5,0.6
2024-08-26,PublicSafety,Thane,Ward_10,Police_Traffic_Accident,60,49,10.3,Low,0,8,0,2.2,0.75
2024-12-31,PublicSafety,Pune,Ward_10,Disaster_Alert,2,1,40.27,Medium,1,12,0,2.0,0.65
2023-06-14,PublicSafety,Nashik,Ward_12,Fire_Emergency,4,3,12.9,Low,2,6,0,1.3,0.45
2023-02-06,PublicSafety,Pune,Ward_11,Emergency_Helpline_Call,259,192,14.01,High,0,2,0,2.0,0.65
2024-01-16,PublicSafety,Kolhapur,Ward_5,Fire_Emergency,13,11,3.87,High,1,1,0,1.1,0.38
2023-02-02,PublicSafety,Kolhapur,Ward_3,Police_Traffic_Accident,32,25,13.0,Medium,3,2,0,1.1,0.38
2023-11-23,PublicSafety,Pune,Ward_7,Fire_Emergency,15,14,6.35,Medium,3,11,0,2.0,0.65
2025-06-02,PublicSafety,Solapur,Ward_8,Police_Traffic_Accident,30,28,23.13,Medium,0,6,0,1.0,0.35
2024-04-27,PublicSafety,Mumbai,Ward_12,Police_Traffic_Accident,75,65,49.29,High,5,4,1,2.5,1.0
2024-12-19,PublicSafety,Kolhapur,Ward_7,Police_Crime_Report,74,55,48.21,Medium,3,12,0,1.1,0.38
2023-09-05,PublicSafety,Pune,Ward_9,Disaster_Alert,5,3,38.82,Low,1,9,0,2.0,0.65
2023-11-17,PublicSafety,Thane,Ward_10,Emergency_Helpline_Call,353,320,6.9,Low,4,11,0,2.2,0.75
2025-10-12,PublicSafety,Solapur,Ward_5,Disaster_Alert,1,0,32.96,Low,6,10,1,1.0,0.35
2025-04-17,PublicSafety,Aurangabad,Ward_3,Fire_Emergency,15,12,16.54,Medium,3,4,0,1.2,0.4
2023-08-10,PublicSafety,Nashik,Ward_12,Disaster_Alert,1,0,42.08,Medium,3,8,0,1.3,0.45
2024-12-13,PublicSafety,Aurangabad,Ward_7,Police_Crime_Report,73,54,22.81,High,4,12,0,1.2,0.4
2023-12-07,PublicSafety,Solapur,Ward_7,Disaster_Alert,3,2,57.74,High,3,12,0,1.0,0.35
2025-05-12,PublicSafety,Kolhapur,Ward_2,Disaster_Alert,3,2,32.18,Medium,0,5,0,1.1,0.38
2025-09-09,PublicSafety,Solapur,Ward_5,Disaster_Alert,1,0,15.55,Medium,1,9,0,1.0,0.35
2025-04-11,PublicSafety,Kolhapur,Ward_5,Police_Traffic_Accident,36,26,17.51,Medium,4,4,0,1.1,0.38
2025-09-16,PublicSafety,Thane,Ward_9,Disaster_Alert,9,7,26.43,Medium,1,9,0,2.2,0.75
2025-10-21,PublicSafety,Mumbai,Ward_22,Fire_Emergency,41,30,6.83,Medium,1,10,0,2.5,1.0
2023-08-13,PublicSafety,Aurangabad,Ward_4,Disaster_Alert,7,6,31.26,Low,6,8,1,1.2,0.4
2024-01-08,PublicSafety,Thane,Ward_8,Police_Traffic_Accident,72,68,10.94,Low,0,1,0,2.2,0.75
2025-08-20,PublicSafety,Solapur,Ward_2,Emergency_Helpline_Call,128,119,1.08,Medium,2,8,0,1.0,0.35
2024-03-26,PublicSafety,Mumbai,Ward_20,Fire_Emergency,37,33,2.71,Low,1,3,0,2.5,1.0
2023-05-07,PublicSafety,Thane,Ward_3,Police_Crime_Report,139,122,23.23,Medium,6,5,1,2.2,0.75
2023-05-01,PublicSafety,Thane,Ward_11,Police_Traffic_Accident,81,61,21.85,High,0,5,0,2.2,0.75
2025-01-23,PublicSafety,Pune,Ward_1,Disaster_Alert,2,1,35.71,High,3,1,0,2.0,0.65
2024-02-18,PublicSafety,Aurangabad,Ward_2,Emergency_Helpline_Call,133,121,13.71,Low,6,2,1,1.2,0.4
2024-09-26,PublicSafety,Nagpur,Ward_5,Police_Crime_Report,105,95,14.79,High,3,9,0,1.5,0.6
2023-09-20,PublicSafety,Thane,Ward_12,Disaster_Alert,9,7,30.82,Low,2,9,0,2.2,0.75
2023-08-15,PublicSafety,Mumbai,Ward_14,Disaster_Alert,3,2,24.46,Medium,1,8,0,2.5,1.0
2025-07-11,PublicSafety,Mumbai,Ward_4,Disaster_Alert,7,6,12.2,High,4,7,0,2.5,1.0
2023-07-20,PublicSafety,Kolhapur,Ward_3,Emergency_Helpline_Call,162,138,7.11,Low,3,7,0,1.1,0.38
2023-02-23,PublicSafety,Kolhapur,Ward_2,Police_Crime_Report,60,49,14.65,Medium,3,2,0,1.1,0.38
2023-03-25,PublicSafety,Thane,Ward_14,Fire_Emergency,21,15,4.91,Medium,5,3,1,2.2,0.75
2025-03-24,PublicSafety,Aurangabad,Ward_6,Police_Traffic_Accident,23,21,32.92,High,0,3,0,1.2,0.4
2023-07-04,PublicSafety,Nagpur,Ward_4,Emergency_Helpline_Call,251,234,25.25,Low,1,7,0,1.5,0.6
2024-10-19,PublicSafety,Thane,Ward_12,Police_Crime_Report,151,125,42.6,Medium,5,10,1,2.2,0.75
2023-08-15,PublicSafety,Nagpur,Ward_7,Emergency_Helpline_Call,193,178,18.14,Critical,1,8,0,1.5,0.6
2025-01-14,PublicSafety,Kolhapur,Ward_3,Emergency_Helpline_Call,150,105,10.82,Low,1,1,0,1.1,0.38
2024-12-30,PublicSafety,Thane,Ward_6,Fire_Emergency,36,26,8.55,Low,0,12,0,2.2,0.75
2024-12-13,PublicSafety,Pune,Ward_14,Police_Traffic_Accident,47,34,50.75,Low,4,12,0,2.0,0.65
2023-08-05,PublicSafety,Kolhapur,Ward_5,Police_Traffic_Accident,28,25,11.03,High,5,8,1,1.1,0.38
2025-10-10,PublicSafety,Solapur,Ward_5,Fire_Emergency,9,8,11.24,Low,4,10,0,1.0,0.35
2025-08-17,PublicSafety,Nagpur,Ward_1,Fire_Emergency,9,6,3.99,Low,6,8,1,1.5,0.6
2024-05-14,PublicSafety,Thane,Ward_3,Fire_Emergency,9,7,10.87,Low,1,5,0,2.2,0.75
2024-02-05,PublicSafety,Pune,Ward_14,Police_Crime_Report,135,111,7.24,Low,0,2,0,2.0,0.65
2025-10-20,PublicSafety,Kolhapur,Ward_8,Police_Traffic_Accident,34,30,20.85,Low,0,10,0,1.1,0.38
2025-10-30,PublicSafety,Mumbai,Ward_11,Disaster_Alert,7,6,36.65,High,3,10,0,2.5,1.0
2025-08-11,PublicSafety,Nagpur,Ward_6,Emergency_Helpline_Call,220,167,18.12,Low,0,8,0,1.5,0.6
2023-03-01,PublicSafety,Nashik,Ward_4,Emergency_Helpline_Call,211,206,7.09,Medium,2,3,0,1.3,0.45
2024-02-02,PublicSafety,Mumbai,Ward_9,Emergency_Helpline_Call,517,448,11.34,High,4,2,0,2.5,1.0
2024-09-13,PublicSafety,Nagpur,Ward_2,Fire_Emergency,5,3,14.66,Medium,4,9,0,1.5,0.6
2025-09-19,PublicSafety,Nagpur,Ward_10,Disaster_Alert,1,0,72.17,Critical,4,9,0,1.5,0.6
2025-10-12,PublicSafety,Thane,Ward_16,Fire_Emergency,24,22,14.96,High,6,10,1,2.2,0.75
2023-07-04,PublicSafety,Pune,Ward_5,Disaster_Alert,10,8,22.16,Low,1,7,0,2.0,0.65
2024-02-14,PublicSafety,Thane,Ward_11,Police_Crime_Report,157,120,29.79,Medium,2,2,0,2.2,0.75
2025-01-26,PublicSafety,Pune,Ward_11,Fire_Emergency,13,11,3.81,Low,6,1,1,2.0,0.65
2025-03-09,PublicSafety,Aurangabad,Ward_3,Fire_Emergency,17,13,1.98,Low,6,3,1,1.2,0.4
2025-07-20,PublicSafety,Nashik,Ward_2,Police_Traffic_Accident,44,33,12.93,Medium,6,7,1,1.3,0.45
2023-08-06,PublicSafety,Nashik,Ward_5,Disaster_Alert,1,0,26.83,High,6,8,1,1.3,0.45
2025-03-09,PublicSafety,Solapur,Ward_8,Police_Traffic_Accident,28,27,76.28,Low,6,3,1,1.0,0.35
2023-01-15,PublicSafety,Thane,Ward_5,Fire_Emergency,27,23,11.54,Medium,6,1,1,2.2,0.75
2025-02-19,PublicSafety,Nagpur,Ward_3,Police_Traffic_Accident,33,27,7.8,Medium,2,2,0,1.5,0.6
2024-05-14,PublicSafety,Pune,Ward_15,Disaster_Alert,5,4,56.76,Medium,1,5,0,2.0,0.65
2024-05-27,PublicSafety,Nagpur,Ward_5,Police_Crime_Report,93,76,19.91,High,0,5,0,1.5,0.6
